journalId;title;abstract;keywords
39;Machine learning in construction: From shallow to deep learning;The development of artificial intelligence technology is currently bringing about new opportunities in construction. Machine learning is a major area of interest within the field of artificial intelligence, playing a pivotal role in the process of making construction “smart”. The application of machine learning in construction has the potential to open up an array of opportunities such as site supervision, automatic detection, and intelligent maintenance. However, the implementation of machine learning faces a range of challenges due to the difficulties in acquiring labeled data, especially when applied in a highly complex construction site environment. This paper reviews the history of machine learning development from shallow to deep learning and its applications in construction. The strengths and weaknesses of machine learning technology in construction have been analyzed in order to foresee the future direction of machine learning applications in this sphere. Furthermore, this paper presents suggestions which may benefit researchers in terms of combining specific knowledge domains in construction with machine learning algorithms so as to develop dedicated deep network models for the industry.;machine learning
40;Machine Learning: Algorithms, Real-World Applications and Research Directions;In the current age of the Fourth Industrial Revolution (4IR or Industry 4.0), the digital world has a wealth of data, such as Internet of Things (IoT) data, cybersecurity data, mobile data, business data, social media data, health data, etc. To intelligently analyze these data and develop the corresponding smart and automated applications, the knowledge of artificial intelligence (AI), particularly, machine learning (ML) is the key. Various types of machine learning algorithms such as supervised, unsupervised, semi-supervised, and reinforcement learning exist in the area. Besides, the deep learning, which is part of a broader family of machine learning methods, can intelligently analyze the data on a large scale. In this paper, we present a comprehensive view on these machine learning algorithms that can be applied to enhance the intelligence and the capabilities of an application. Thus, this study’s key contribution is explaining the principles of different machine learning techniques and their applicability in various real-world application domains, such as cybersecurity systems, smart cities, healthcare, e-commerce, agriculture, and many more. We also highlight the challenges and potential research directions based on our study. Overall, this paper aims to serve as a reference point for both academia and industry professionals as well as for decision-makers in various real-world situations and application areas, particularly from the technical point of view.;machine learning
41;A Combinational Perspective in Stimulating Cooperation in Mobile Ad Hoc Networks;In wireless ad hoc networks cooperation among nodes cannot always be assumed since nodes with limited resources and different owners are capable of making independent decisions. Cooperation problems in topology control and packet forwarding tasks have been mostly studied separately but these two tasks are not independent. Considering a joint cooperation problem by taking into account dependencies between tasks will result in more reliable and efficient networks. In this paper topology control definition is extended to cover cooperation problem in both packet forwarding and topology control in a single problem. In this definition nodes have to adjust their transmission power and decide on their relay role. This paper models the interactions of nodes as a potential game with two-dimensional utility function. The presented model, named TCFORCE (Topology Control packet FORwarding Cooperation Enforcement), preserves the network connectivity and reduces the energy consumption by providing cooperative paths between all pairs of nodes in the network.;
42;A Fine-Grained Runtime PowerPerformance Optimization Method for Processors with Adaptive Pipeline Depth;Recently, a method known as pipeline stage unification (PSU) has been proposed to alleviate the increasing energy consumption problem in modern microprocessors. PSU achieves a high energy efficiency by employing a changeable pipeline depth and its working scheme is eligible for a fine control method. In this paper, we propose a dynamic method to study fine-grained program interval behaviors based on some easy-to-get runtime processor metrics. Using this method to determine the proper PSU configurations during the program execution, we are able to achieve an averaged 13.5% energydelay-product (EDP) reduction for SPEC CPU2000 integer benchmarks, compared to the baseline processor. This value is only 0.14% larger than the theoretically idealized controlling. Our hardware synthesis result indicates that the proposed method can largely decrease the hardware overhead in both area and delay costs, as compared to a previous program study method which is based on working set signatures.;
43;A Functional LIL for m-Fold Integrated Brownian Motion∗∗∗;Let {Xm(t), t ∈ R+} be an m-Fold integrated Brownian motion. In this paper, with the help of small ball probability estimate, a functional law of the iterated logarithm (LIL) for Xm(t) is established. This extends the classic Chung type liminf result for this process. Furthermore, a result about the weighted occupation measure for Xm(t) is also obtained.;
44;A Hybrid of Theorems of Goldbach and Piatetski-Shapiro∗∗∗;It is proved that for almost all sufficiently large even integers n, the prime variable equation n = p1 + p2, p1 ∈ Pγ is solvable, with 13/15 < γ ≤ 1, where Pγ = {p | p = [m 1 γ ], for integer m and prime p} is the set of the Piatetski-Shapiro primes.;
45;A Lower Bound on Unknotting Number∗∗∗;In this paper the authors use a modified Wirtinger presentation to give a lower bound on the unknotting number of a knot in S3..;
46;Activity Recognition Based on RFID Object Usage for Smart Mobile;Activity recognition is a core aspect of ubiquitous computing applications. In order to deploy activity recognition systems in the real world, we need simple sensing systems with lightweight computational modules to accurately analyze sensed data. In this paper, we propose a simple method to recognize human activities using simple object information involved in activities. We apply activity theory for representing complex human activities and propose a penalized naive Bayes classifier for performing activity recognition. Our results show that our method reduces computation up to an order of magnitude in both learning and inference without penalizing accuracy, when compared to hidden Markov models and conditional random fields.;
47;Asymptotic Normality of LS Estimate in Simple Linear EV Regression Model;Though EV model is theoretically more appropriate for applications in which measurement errors exist, people are still more inclined to use the ordinary regression models and the traditional LS method owing to the difficulties of statistical inference and computation. So it is meaningful to study the performance of LS estimate in EV model. In this article we obtain general conditions guaranteeing the asymptotic normality of the estimates of regression coefficients in the linear EV model. It is noticeable that the result is in some way different from the corresponding result in the ordinary regression model.;
48;Beckner Inequality on Finite- and Infinite-Dimensional Manifolds∗∗; By using the dimension-free Harnack inequality, the coupling method, and Bakry-Emery’s argument, some explicit lower bounds are presented for the constant of the Beckner type inequality on compact manifolds. As applications, the Beckner inequality and the transportation cost inequality are established for a class of continuous spin systems. In particular, some results in [1, 2] are generalized.;
49;Case Study Evidence for an Irreducible Form of Knowing How to An Argument Against a Reductive Epistemology;Over recent years, there has been a resurgence of interest in arguments favouring intellectualism—the view that Ryle’s epistemic distinction is invalid because knowing how is in fact nothing but a species of knowing that. The aim of this paper is to challenge intellectualism by introducing empirical evidence supporting a form of knowing how that resists such a reduction. In presenting a form of visuomotor pathology known as visual agnosia, I argue that certain actions performed by patient DF can be distinguished from a mere physical ability because they are (1) intentional and (2) knowledge-based yet these actions fail to satisfy the criteria for propositional knowledge. It is therefore my contention that there exists a form of intentional action that not only constitutes a genuine claim to knowledge but, in being irreducible to knowing that, resists the intellectualist argument for exhaustive epistemic reduction.;
50;Censure Theory Still Best Accounts for Punishment of the Guilty Reply to Montague;In an article previously published in this journal, Phillip Montague critically surveys and rejects a handful of contemporary attempts to explain why state punishment is morally justified. Among those targeted is one of my defences of the censure theory of punishment, according to which state punishment is justified because the political community has a duty to express disapproval of those guilty of injustice. My defence of censure theory supposes, per argumentum, that there is always some defeasible moral reason for the state to proportionately punish the guilty, and then demonstrates that censure theory best entails and explains this intuition. Montague does not question the intuition, but instead argues that three rival theories of punishment, including his societal-defence view, account for it to no worse a degree than my censure theory. In this article I defend my initial argument, noting resources for its defence that Montague does not appreciate and that, I maintain, provide those who believe that there is always pro tanto injustice in the state failing to proportionately punish the guilty reason to adopt censure theory over all competitors, including Montague’s societal-defence theory.;
51;Comments on Michael Jacovides “How Berkeley Corrupted His Capacity to Conceive”;The manuscript includes comments on Michael Jacovides’s paper, “How Berkeley Corrupted His Capacity to Conceive.” The paper and comments were delivered at the conference “Meaning and Modern Empiricism” held at Virginia Tech in April 2008. I consider Jacovides’s treatment of Berkeley’s Resemblance Argument and his interpretation of the Master Argument. In particular, I distinguish several ways of understanding the disagreement between Jacovides and Kenneth Winkler over the right way to read the Master Argument.;
52;Commonsense Realism and Triangulation;Realism about the external world enjoys little philosophical support these days. I rectify this predicament by taking a relatively pragmatist line of thought to defend commonsense realism I support commonsense realism through an interpretation and application of Donald Davidson’s notion of triangulation, the triangle composed of two communicators coordinating and correcting their responses with a shared causal stimulus. This argument is important because it has a crucial advantage over the often used abductive argument for realism. My argument avoids unwarranted conclusions, whereas the abductive argument is “inflationary” because it reaches beyond the limits of evidence for its realist conclusion. To illustrate the problems of the abductive argument and motivate my Davidsonian approach, I take a brief look at the abductive argument for realism in Frederick Will’s work.;
53;Consciousness and Modal Empiricism;David Chalmers supports his contention that there is a possible world populated by our zombie twins by arguing for the assumption that conceivability entails possibility. But, I argue, the modal epistemology he sets forth, ‘modal rationalism,’ ignores the problem of incompleteness and relies on an idealized notion of conceivability. As a consequence, this epistemology can’t justify our quotidian judgments of possibility, let alone those judgments that concern the mind/body connection. Working from the analogy that the imagination is to the possible as perception is to the actual, I set forth a competing epistemology, ‘modal empiricism.’ This epistemology survives the incompleteness objection and allows some of our everyday modal judgments to be justified. But this epistemology can’t justify the claim that Zombie World is possible, which leaves Chalmers’s property dualism without the support it needs.;
54;Construction of 1-Resilient Boolean Functions with Optimal Algebraic Immunity and Good Nonlinearity;This paper presents a construction for a class of 1-resilient functions with optimal algebraic immunity on an even number of variables. The construction is based on the concatenation of two balanced functions in associative classes. For some n, a part of 1-resilient functions with maximum algebraic immunity constructed in the paper can achieve almost optimal nonlinearity. Apart from their high nonlinearity, the functions reach Siegenthaler’s upper bound of algebraic degree. Also a class of 1-resilient functions on any number n > 2 of variables with at least sub-optimal algebraic immunity is provided.;
55;Design for Testability Features of Godson-3 Multicore Microprocessor;This paper describes the design for testability (DFT) challenges and techniques of Godson-3 microprocessor, which is a scalable multicore processor based on the scalable mesh of crossbar (SMOC) on-chip network and targets high-end applications. Advanced techniques are adopted to make the DFT design scalable and achieve low-power and low-cost test with limited IO resources. To achieve a scalable and flexible test access, a highly elaborate test access mechanism (TAM) is implemented to support multiple test instructions and test modes. Taking advantage of multiple identical cores embedding in the processor, scan partition and on-chip comparisons are employed to reduce test power and test time. Test compression technique is also utilized to decrease test time. To further reduce test power, clock controlling logics are designed with ability to turn off clocks of non-testing partitions. In addition, scan collars of CACHEs are designed to perform functional test with low-speed ATE for speed-binning purposes, which poses low complexity and has good correlation results.;
56;Energy Efficient Backoff Hierarchical Clustering Algorithms for Multi-Hop Wireless Sensor Networks;Compared with flat routing protocols, clustering is a fundamental performance improvement technique in wireless sensor networks, which can increase network scalability and lifetime. In this paper, we integrate the multi-hop technique with a backoff-based clustering algorithm to organize sensors. By using an adaptive backoff strategy, the algorithm not only realizes load balance among sensor node, but also achieves fairly uniform cluster head distribution across the network. Simulation results also demonstrate our algorithm is more energy-efficient than classical ones. Our algorithm is also easily extended to generate a hierarchy of cluster heads to obtain better network management and energy-efficiency.;
57;Geometric Optics for One-Dimensional Schrodinger-Poisson System;Compared with flat routing protocols, clustering is a fundamental performance improvement technique in wireless sensor networks, which can increase network scalability and lifetime. In this paper, we integrate the multi-hop technique with a backoff-based clustering algorithm to organize sensors. By using an adaptive backoff strategy, the algorithm not only realizes load balance among sensor node, but also achieves fairly uniform cluster head distribution across the network. Simulation results also demonstrate our algorithm is more energy-efficient than classical ones. Our algorithm is also easily extended to generate a hierarchy of cluster heads to obtain better network management and energy-efficiency. This paper considers a family of Schr¨odinger-Poisson system in one dimension, whose initial data oscillates so that a caustic appears. By using the Lagrangian integrals, the authors obtain a uniform description of the solution outside the caustic, and near the caustic.;
58;Maslov P -Index Theory for a Symplectic Path with Applications∗∗;The Maslov P-index theory for a symplectic path is defined. Various properties of this index theory such as homotopy invariant, symplectic additivity and the relations with other Morse indices are studied. As an application, the non-periodic problem for some asymptotically linear Hamiltonian systems is considered.;
59;Multi-Level Partition of Unity Algebraic Point Set Surfaces;We present a multi-level partition of unity algebraic set surfaces (MPU-APSS) for surface reconstruction which can be represented by either a projection or in an implicit form. An algebraic point set surface (APSS) defines a smooth surface from a set of unorganized points using local moving least-squares (MLS) fitting of algebraic spheres. However, due to the local nature, APSS does not work well for geometry editing and modeling. Instead, our method builds an implicit approximation function for the scattered point set based on the partition of unity approach. By using an octree subdivision strategy, we first adaptively construct local algebraic spheres for the point set, and then apply weighting functions to blend together these local shape functions. Finally, we compute an error-controlled approximation of the signed distance function from the surface. In addition, we present an efficient projection operator which makes our representation suitable for point set filtering and dynamic point resampling. We deonstrate the effectiveness of our unified approach for both surface reconstruction and geometry modeling such as surface completion.;
60;Negative Actionsp;Some philosophers have argued that refraining from performing an action consists in actively keeping oneself from performing that action or preventing one’s performing it. Since activities must be held to be positive actions, this implies that negative actions are a species of positive actions which is to say that all actions are positive actions. I defend the following claims: (i) Positive actions necessarily include activity or effort, negative actions may require activity or effort, but never include the activity or effort which may be required. (ii) Unless it is, or was, at some time in P’s power to Q, P does not refrain from Q-ing. (iii) Negative actions are actions, they are causings of negative facts.;
61;Normative Reasons and the Agent-NeutralRelative Dichotomy;The distinction between the agent-relative and the agent-neutral plays a prominent role in recent attempts to taxonomize normative theories. Its importance extends to most areas in practical philosophy, though. Despite its popularity, the distinction remains difficult to get a good grip on. In part this has to do with the fact that there is no consensus concerning the sort of objects to which we should apply the distinction. Thomas Nagel distinguishes between agent-neutral and agent-relative values, reasons, and principles Derek Parfit focuses on normative theories (and the aims they provide to agents), David McNaughton and Piers Rawling focus on rules and reasons, Skorupski on predicates, and there are other suggestions too. Some writers suspect that we fundamentally talk about one and the same distinction. This work is about practical reasons for action rather than theoretical reasons for belief. Moreover, focus is on whether reasons do or do not essentially refer to particular agents. A challenge that undermines the dichotomy in this sense is posed. After having rejected different attempts to defend the distinction, it is argued that there is a possible defence that sets out from Jonathan Dancy’s recent distinction between enablers and favourers.;
62;Pseudo-Randomness of Certain Sequences of k Symbols with Length pq;The theory of finite pseudo-random binary sequences was built by C. Mauduit and A. S´ark¨ozy and later extended to sequences of k symbols (or k-ary sequences). Certain constructions of pseudo-random sequences of k symbols were presented over finite fields in the literature. In this paper, two families of sequences of k symbols are constructed by using the integers modulo pq for distinct odd primes p and q. The upper bounds on the well-distribution measure and the correlation measure of the families sequences are presented in terms of certain character sums over modulo pq residue class rings. And low bounds on the linear complexity profile are also estimated.;
63;Revisiting the Censure Theory of Punishment;This paper is a rejoinder to Thaddeus Metz’s article “Censure Theory Still Best Accounts for Punishment of the Guilty: Reply to Montague.” In his article, Metz attempts to answer objections to censure theory that I had raised previously. I argue in my rejoinder that Metz’s defense of censure theory remains seriously problematic despite what he says in his reply.;
64;Software Agent with Reinforcement Learning Approach for Medical Image Segmentation;Many image segmentation solutions are problem-based. Medical images have very similar grey level and texture among the interested objects. Therefore, medical image segmentation requires improvements although there have been researches done since the last few decades. We design a self-learning framework to extract several objects of interest simultaneously from Computed Tomography (CT) images. Our segmentation method has a learning phase that is based on reinforcement learning (RL) system. Each RL agent works on a particular sub-image of an input image to find a suitable value for each object in it. The RL system is define by state, action and reward. We defined some actions for each state in the sub-image. A reward function computes reward for each action of the RL agent. Finally, the valuable information, from discovering all states of the interest objects, will be stored in a Q-matrix and the final result can be applied in segmentation of similar images. The experimental results for cranial CT images demonstrated segmentation accuracy above 95%.;
65;Software Defect Detection with ROCUS;Software defect detection aims to automatically identify defective software modules for efficient software test in order to improve the quality of a software system. Although many machine learning methods have been successfully applied to the task, most of them fail to consider two practical yet important issues in software defect detection. First, it is rather difficult to collect a large amount of labeled training data for learning a well-performing model second, in a software system there are usually much fewer defective modules than defect-free modules, so learning would have to be conducted over an imbalanced data set. In this paper, we address these two practical issues simultaneously by proposing a novel semi-supervised learning approach named Rocus. This method exploits the abundant unlabeled examples to improve the detection accuracy, as well as employs under-sampling to tackle the class-imbalance problem in the learning process. Experimental results of real-world software defect detection tasks show that Rocus is effective for software defect detection. Its performance is better than a semi-supervised learning method that ignores the class-imbalance nature of the task and a class-imbalance learning method that does not make effective use of unlabeled data.;
66;Source Code Prioritization Using Forward Slicing for Exposing Critical Elements in a Program;Even after thorough testing, a few bugs still remain in a program with moderate complexity. These residual bugs are randomly distributed throughout the code. We have noticed that bugs in some parts of a program cause frequent and severe failures compared to those in other parts. Then, it is necessary to take a decision about what to test more and what to test less within the testing budget. It is possible to prioritize the methods and classes of an object-oriented program according to their potential to cause failures. For this, we propose a program metric called influence metric to find the influence of a program element on the source code. First, we represent the source code into an intermediate graph called extended system dependence graph. Then, forward slicing is applied on a node of the graph to get the influence of that node. The influence metric for a method m in a program shows the number of statements of the program which directly or indirectly use the result produced by method m. We compute the influence metric for a class c based on the influence metric of all its methods. As influence metric is computed statically, it does not show the expected behavior of a class at run time. It is already known that faults in highly executed parts tend to more failures. Therefore, we have considered operational profile to find the average execution time of a class in a system. Then, classes are prioritized in the source code based on influence metric and average execution time. The priority of an element indicates the potential of the element to cause failures. Once all program elements have been prioritized, the testing effort can be apportioned so that the elements causing frequent failures will be tested thoroughly. We have conducted experiments for two well-known case studies — Library Management System and Trading Automation System — and successfully identified critical elements in the source code of each case study. We have also conducted experiments to compare our scheme with a related scheme. The experimental studies justify that our approach is more accurate than the existing ones in exposing critical elements at the implementation level.;
67;The Convergence of ˜γs(b0hn − h1bn−1)∗∗;This paper computes the Thom map on γ2 and proves that it is represented by 2b2,0h1,2 in the ASS. The authors also compute the higher May differential of b2,0, from which it is proved that ˜γs(b0hn − h1bn−1) for 2 ≤ s < p − 1 are permanent cycles in the ASS.;
68;The Limiting Behavior for Observations That Change with Time∗∗;Consider a system where units have random magnitude entering according to a homogeneous or nonhomogeneous Poisson process, while in the system, a unit’s magnitude may change with time. In this paper, the authors obtain some results for the limiting behavior of the sum process of all unit magnitudes present in the system at time t.;
69;Triangulation, Untranslatability, and Reconciliation;Donald Davidson used triangulation to do everything from explicate psychological and semantic externalism, to attack relativism and skepticism, to propose conditions necessary for thought and talk. At one point Davidson tried to bring order to these remarks by identifying three kinds of triangulation, each operative in a different situation. Here I take seriously Davidson’s talk of triangular situations and extend it. I start by describing Davidson’s situations. Next I establish the surprising result that considerations from one situation entail the possibility that at any one time one language is partially untranslatable into another. Because the possibility is time-indexed, it need not conflict with Davidson’s own argument against the possibility of untranslatability. I derive the result, not to indict Davidson, but to propose a new kind of triangulation, the reconciliation of untranslatability, which I investigate. Insofar as triangulation is central to Davidson’s views, getting a handle on his various triangular situations is key to getting a handle on his contributions to philosophy. Insofar as those contributions have enriched our understanding of how language, thought, and reality interrelate, extending Davidson’s model promises to extend our understanding too.;
70;Two New Families in the Stable Homotopy Groups of Sphere and Moore Spectrum∗∗;This paper proves the existence of an order p element in the stable homotopy group of sphere spectrum of degree p n q +p mq +q −4 and a nontrivial element in the stable homotopy group of Moore spectum of degree p n q + p mq + q − 3 which are represented by h0(hmbn−1 − hnbm−1) and i∗(h0hnhm) in the E2-terms of the Adams spectral sequence respectively, where p ≥ 7 is a prime, n ≥ m + 2 ≥ 4, q = 2(p − 1).;
71;A Class of Homogeneous Einstein Manifolds∗∗∗;A Riemannian manifold (M, g) is called Einstein manifold if its Ricci tensor satisfies r = c · g for some constant c. General existence results are hard to obtain, e.g., it is as yet unknown whether every compact manifold admits an Einstein metric. A natural approach is to impose additional homogeneous assumptions. M. Y. Wang and W. Ziller have got some results on compact homogeneous space G/H. They investigate standard homogeneous metrics, the metric induced by Killing form on G/H, and get some classification results. In this paper some more general homogeneous metrics on some homogeneous space G/H are studies, and a necessary and sufficient condition for this metric to be Einstein is given. The authors also give some examples of Einstein manifolds with non-standard homogeneous metrics.;
72;A Note on “Modules, Comodules, and Cotensor Products over Frobenius Algebras” ∗∗∗∗;This is a note on Abrams’ paper “Modules, Comodules, and Cotensor Products over Frobenius Algebras, Journal of Algebras” (1999). With the application of Frobenius coordinates developed recently by Kadison, one has a direct proof of Abrams’ characterization for Frobenius algebras in terms of comultiplication (see L. Kadison (1999)). For any Frobenius algebra, by using the explicit comultiplication, the explicit correspondence between the category of modules and the category of comodules is obtained. Moreover, with this we give very simplified proofs and improve Abrams’ results on the Hom functor description of cotensor functor.;
73;Asymptotic Behavior of Global Classical Solutions of Quasilinear Non-strictly Hyperbolic Systems with Weakly Linear Degeneracy∗∗;In this paper, we study the asymptotic behavior of global classical solutions of the Cauchy problem for general quasilinear hyperbolic systems with constant multiple and weakly linearly degenerate characteristic fields. Based on the existence of global classical solution proved by Zhou Yi et al., we show that, when t tends to infinity, the solution approaches a combination of C 1 travelling wave solutions, provided that the total variation and the L 1 norm of initial data are sufficiently small.;
74;Augmented Spinor Space∗∗;In this paper, based on the Pauli matrices, a notion of augmented spinor space is introduced, and a uniqueness of such augmented spinor space of rank n is proved. It may be expected that this new notion of spaces can be used in mathematical physics an geometry.;
75;Bifurcations of Invariant Tori and Subharmonic Solutions of Singularly Perturbed System∗∗∗;This paper deals with bifurcations of subharmonic solutions and invariant tori generated from limit cycles in the fast dynamics for a nonautonomous singularly perturbed system. Based on Poincar´e map, a series of blow-up transformations and the theory of integral manifold, the conditions for the existence of invariant tori are obtained, and the saddle-node bifurcations of subharmonic solutions are studied.;
76;Bott Generator and Its Application to an Almost Complex Structure on S6 ∗∗∗;The Bott generator of the homotopy group π2k−1U(∞) is used to construct an almost complex structure on S 6, which is integrable except a small neighborhood.;
77;Continuity of Weak Solutions for Quasilinear Parabolic Equations with Strong Degeneracy∗∗;The aim of this paper is to study the continuity of weak solutions for quasilinear degenerate parabolic equations of the form ut − ∆φ(u) = 0, where φ ∈ C1(R1) is a strictly monotone increasing function. Clearly, the above equation has strong degeneracy, i.e., the set of zero points of φ′( · ) is permitted to have zero measure. This is an answer to an open problem in [13, p. 288].;
78;Controllability of Non-densely Defined Neutral Functional Differential Systems in Abstract Space∗∗;In this paper, by means of Sadovskii fixed point theorem, the authors establish a result concerning the controllability for a class of abstract neutral functional differential systems where the linear part is non-densely defined and satisfies the Hille-Yosida condition. As an application, an example is provided to illustrate the obtained result.;
79;Curvature Estimates for Irreducible Symmetric Spaces;By making use of the classification of real simple Lie algebra, we get the maximum of the squared length of restricted roots case by case, and thus get the upper bounds of sectional curvature for irreducible Riemannian symmetric spaces of compact type. As an application, this paper verifies Sampson’s conjecture in most cases for irreducible Riemannian symmetric spaces of noncompact type.;
80;Description, modelling and forecasting of data with optimal wavelets;Cascade processes have been used to model many different self-similar systems, as they are able to accurately describe most of their global statistical properties. The so-called optimal wavelet basis allows to achieve a geometrical representation of the cascade process-named microcanonical cascade- that describes the behavior of local quantities and thus it helps to reveal the underlying dynamics of the system. In this context, we study the benefits of using the optimal wavelet in contrast to other wavelets when used to define cascade variables, and we provide an optimality degree estimator that is appropriate to determine the closest-to-optimal wavelet in real data. Particularizing the analysis to stock market series, we show that they can be represented by microcanonical cascades in both the logarithm of the price and the volatility. Also, as a promising application in forecasting, we derive the distribution of the value of next point of the series conditioned to the knowledge of past points and the cascade structure, i.e., the stochastic kernel of the cascade process.;
81;Bifurcation of Homoclinic Orbits with Saddle-Center Equilibrium∗∗;In this paper, the authors develop new global perturbation techniques for detecting the persistence of transversal homoclinic orbits in a more general nondegenerated system with action-angle variable. The unperturbed system is assumed to have saddlecenter type equilibrium whose stable and unstable manifolds intersect in one dimensional manifold, and does not have to be completely integrable or near-integrable. By constructing local coordinate systems near the unperturbed homoclinic orbit, the conditions of existence of transversal homoclinic orbit are obtained, and the existence of periodic orbits bifurcated from homoclinic orbit is also considered.;
82;Blow Up of Solutions to Semilinear Wave Equations with Critical Exponent in High Dimensions∗∗;In this paper, the author considers the Cauchy problem for semilinear wave equations with critical exponent in n ≥ 4 space dimensions. Under some positivity conditions on the initial data, it is proved that there can be no global solutions no matter how small the initial data are.;
83;Convergence Rate to Stationary Solutions for Boltzmann Equation with External Force∗∗∗∗;For the Boltzmann equation with an external force in the form of the gradient of a potential function in space variable, the stability of its stationary solutions as local Maxwellians was studied by S. Ukai et al. (2005) through the energy method. Based on this stability analysis and some techniques on analyzing the convergence rates to stationary solutions for the compressible Navier-Stokes equations, in this paper, we study the convergence rate to the above stationary solutions for the Boltzmann equation which is a fundamental equation in statistical physics for non-equilibrium rarefied gas. By combining the dissipation from the viscosity and heat conductivity on the fluid components and the dissipation on the non-fluid component through the celebrated H-theorem, a convergence rate of the same order as the one for the compressible Navier-Stokes is obtained by constructing some energy functionals.;
84;Corrected Nonconservative Schemes;Derivatives of discontinuities being Dirac singularities, it is usually not possible to multiply them by discontinuous functions. However in the context of conservation laws we have shown in a recent paper that it can be done. We shall make use of this new framework to revisit some upwind methods, mostly characteristic schemes, and show that they can be corrected to be conservative and to work on difficult problems such as Euler’s equations for fluids. Numerous numerical results are given.;
85;Distribution of Primitive λ-Roots of Composite Moduli II∗∗∗;We improve estimates for the distribution of primitive λ-roots of a composite modulus q yielding an asymptotic formula for the number of primitive λ-roots in any interval I of length |I| ≫ q 12 +ǫ. Similar results are obtained for the distribution of ordered pairs (x, x−1) with x a primitive λ-root, and for the number of primitive λ-roots satisfying inequalities such as |x − x −1| ≤ B.;
86;Exact Controllability and Asymptotic Analysis for Shallow Shells;the authors consider the exact controllability of the vibrations of a thin shallow shell, of thickness 2ǫ with controls imposed on the lateral surface and at the top and bottom of the shell. Apart from proving the existence of exact controls, it is shown that the solutions of the three dimensional exact controllability problems converge, as the thickness of the shell goes to zero, to the solution of an exact controllability problem in two dimensions.;
87;Existence and Asymptotic Behavior of Radially Symmetric Solutions to a Semilinear Hyperbolic System in Odd Space Dimensions∗∗∗;This paper is concerned with a class of semilinear hyperbolic systems in odd space dimensions. Our main aim is to prove the existence of a small amplitude solution which is asymptotic to the free solution as t → −∞ in the energy norm, and to show it has a free profile as t → +∞. Our approach is based on the work of [11]. Namely we use a weighted L∞ norm to get suitable a priori estimates. This can be done by restricting our attention to radially symmetric solutions. Corresponding initial value problem is also considered in an analogous framework. Besides, we give an extended result of [14] for three space dimensional case in Section 5, which is prepared independently of the other parts of the paper.;
88;Global Bifurcation of a Perturbed Double-Homoclinic Loop∗∗∗;This paper deals with a kind of fourth degree systems with perturbations. By using the method of multi-parameter perturbation theory and qualitative analysis, it is proved that the system can have six limit cycles;
89;Global Existence of Classical Solutions for Some Oldroyd-B Model via the Incompressible Limit∗∗;In this paper, we prove local and global existence of classical solutions for a system of equations concerning an incompressible viscoelastic fluid of Oldroyd-B type via the incompressible limit when the initial data are sufficiently small.;
90;Homogenization of Reynolds Equation by Two-Scale Convergence;To increase the hydrodynamic performance in different machine elements, as e.g. journal bearings and thrust bearings, during lubrication it is important to understand the influence of surface roughness. In this connection one encounters homogenization of the incompressible Reynolds equation, where the roughness of the lubricated surface is assumed to be periodic. This problem has recently been studied in more engineeringoriented papers by using the formal method of multiple scale expansion. In this paper, we rigorously prove both homogenization and corrector results by using two-scale convergence, which may be regarded as a justification of the formal multiple scale expansion method described above. Moreover, some numerical illustrations and results are presented.;
